DATE,CUSTOMER ,ADDRESS,QUANTITY ,,RATE,,
,,149 WHITMAN AVE EDISON,,STONE,$7.85/ton,,
,,"1960 Burlington-Mount Holly Rd, Westampton Township, NJ 08060",,CRUSHED WB,$6.65/ton,,
,,"1960 Burlington-Mount Holly Rd, Westampton Township, NJ 08060",,CRUSHED BL,$7.15/ton,,
,,216 GATES RD LITTLE FERRY,,STONE,$14.46/ton,,
,,800 UNION BLVD TOTOWA,,STONE,$11.02/TON,,
,,12 SEABROOK RD STOCKTON,,SAND EW,$13.36/ton,,
,,1700 River Rd Burlington NJ    ,,stone,$10.26/TON,,
,,216 RT 206N HILLSBOROUGH,,STONE,$3.80/ton,,
,,731 PASCACK RD PARAMUS,,STONE,$14.00/ton,,
,,387 RT 31 RINGOES,,STONE,$4.81/ton,,
,,387 RT 31 RINGOES,,SAND EW,$10.83/ton,,
,,149 WHITMAN AVE EDISON,,SAND EW,$11.78/ton,,
,,"423 Cooper Street, Camden, NJ 08102",,stone,$13.30/ton,,
,,"1900 pennsylvania ave croydon, pa",,sand fr,$13.84/ton,,
,,2176 RT 206 BELLE MEAD,,STONE,$3.80/ton,,
,,2201 SCENIC DR EWING,,STONE,$6.90/ton,,
,,2201 SCENIC DR EWING,,SAND EW,$11.34/ton,,
,,54 HARBOR RD MORGANVILLE,,STONE,$10.77/ton,,
,,408 RT 202 FLEMINGTON,,STONE,$6.90/ton,,
,,16 HARVEST BEND RD ROBBINSVILLE,,STONE,$7.22/ton,,
,,"528 Berlin-Cross Keys Rd Winslow Twp. 
",,stone,$14.50/ton,,
,,"6026 Black Horse Pike
              Egg Harbor Twp .
",,stone,$14.81/ton,,
,,"1390 Blackwood-Clementon Rd (County RT 534)
                Gloucester Twp.
",,stone,$13.43/TON,,
,,"1391 Blackwood-Clementon Rd (County RT 534)
                Gloucester Twp.
",,stone,$9.75/TON,,
,,"1005 Raritan Rd Clark Twp.
",,stone,$9.18/TON,,
03/21/2025,QUALITY,"9 RAMS GATE CT., MEDFORD NJ",2 LOADS,STONE,$11.97/ton,,
03/21/2025,FORCINE,"6 N INDUSTRIAL BLVD, BRIDGETON, NJ",3000 TONS,CRUSHED WB/SH/BL/PH,WB - $9.25/ton.            SH - $13.87/ton.                BL - $10.45/ton.                     PH - $14.99/ton. ,,
03/21/2025,FABBRI,"1960 BURLINGTON MOUNT HOLLY RD, WESTAMPTON TWP, NJ",8000,CRUSHED MV,$9.20/ton,,
,,Rt 29 & Riverview plaza. Trenton,2500 Toms,"Jetty 24-48""",$14.22/ton + FSC,,
03/21/2025,QUALITY,"52 N PACKARD AVE., HAMMONTON, NJ",1 LOAD,STONE,$13.49/ton,,
,,428 SUSSEX ST HARRISON,,STONE,$11.02/ton,,
,,57 SCHULMEISTER RD OLD BRIDGE,,SAND EW,$11.27/ton,,
,,780 RT 9 FREEHOLD,,STONE,$10.28/ton,,
,,780 RT 9 FREEHOLD,,SAND EW,$9.91/ton,,
,,402 HOLLOW RD SKILLMAN,,STONE,$3.80/ton,,
,,265 MORRIS AVE SPRINGFIELD,,STONE,$8.87/ton,,
,,"4400 Frosthoffer Ave. Pennsauken, NJ 08109",,Stone ,$12.67/ton,,
,,Sandringham Rd cherry hill nj ,,Stone ,$12.16/ton,,
,,Sandringham Rd cherry hill nj ,,Crushed ,SH CC 4.99/TON,,
,,9000 River Road Pennsauken NJ.,,Stone,$12.86/ton,,
,,":  2554 Route 206, Mount Holly (Pemberton) NJ 08060",,stone,$10.39/TON,,
,,1 CHURCH ST FLEMINGTON,,STONE,$6.90/ton,,
,,1 CHURCH ST FLEMINGTON,,SAND EW,$12.98/ton,,
03/25/2025,Perfect,"261 Terhune Dr., Wayne NJ",7 loads,Stone ,$10.96/TON,,
,,"47 Schooner Dr, Millville, NJ 08332",,STONE,$16.90/TON,,
,,109 Harvest Way Toms River NJ 08755,,Sand ,$7.11/ton,,
,,Red Oak & Jernee Mill Rd Sayreville ,,Stone,$9.12/ton,,
,,855 Centennial Ave Piscataway ,,stone,$6.46/ton,,
,,341 Longhill Rd Hillsborough ,,Stone,$3.80/ton,,
,,W.Elizabeth Ave & Fay Ave Elizabeth ,,Stone ,$11.15/ton,,
,,W.Elizabeth Ave & Fay Ave Elizabeth ,,Sand EW,$14.50/ton,,
,,10 Manners Rd Ringoes ,,Sand EW,$12.16/ton,,
,,21 W.Roosevelt Ave Long Beach island,THIS IS COMING UP AS LONG BEACH ISLAND (BEACH HAVEN),Stone,$13.65/ton,,
,,"53 NJ-73, Berlin, NJ 08009",,Stone ,$13.17/TON,,
,,"345 rt 130 pedricktown, nj 08067",,Sand fr,$9.25/TON,,
,,"22 egg harbor rd Berlin, nj ",,Sand  FR,$5.95/TON,,
,,"150 goldmine rd Flanders, nj ",,Sand,$15.83/TON,,
,,34 Fackler Rd Princeton,,Stone,$5.70/TON,,
,,16 Central Ave Whitehiuse Station,,Stone ,$6.46/TON,,
,,Rt 202 & Voorhees Corner rd Flemington,,Stone ,$6.71/ton,,
,,"701 Randolph Road, Somerset NJ",,Stone ,$5.32/ton,,
,,"14 Deerfield Drive, Monmouth Junction NJ",,SAND EW,$11.40/TON,,
,,6304 Browning Road Pennsauken NJ ,,SAND EW,$10.78/ton,,
,,"27.1 mile marker off 295 south bellmawr, nj",27000,sand fr,$7.28/ton,,
,,6306 Browning Road Pennsauken NJ ,,Crushed ,WB CC - $4.18/TON,,
,,,,Stone,$12.67/TON,,
,,"305 cedar rd mullica hill, nj",,sand,FR $5.95/TON,,
,,": 47 Schooner Dr, Millville, NJ 08332",,"RIP RAP 12""+",$27.90/ton + FSC,,
,,"970 Rt 73. Marlton, NJ 08053",,STONE,$12.22/TON,,
,,Harding Rd and Colts Neck Rd (CR 537)  FREEHOLD, ,stone,$10.32/TON,,
03/27/2025,SOUTH STATE,"MILEMARKER 27.1 OFF OF 295 SOUTH, BELLMAWR NJ",27000 TONS,STONE/MAN SAND,$12.75/TON,,
,,130 Industrial Hwy Branchburg ,,Stone,$6.14/TON,,
,,Campbell Ave & Broadway Ave Middletown/Port Monmouth,,SAND EW,$12.78/TON,,
,,15 Progress Place Jackson NJ,,Crushed BR ET,BR $5.13/TON,,
,,,,,ET $4.50/TON,,
,,"596 Pointers Auburn Road
Pilesgrove NJ 08098",,STONE,$17.35/ton,,
,,"240 Pine Street, Moorestown, NJ 08057",,STONE,$11.78/ton,,
,,200 Milford Rd East Windsor,,Stone,$7.79/ton,,
,,935 Lincoln Hwy Langhorne PA,,Stone,$10.43/ton,,
,,34 Fackler Rd Princeton,,Sand EW,$10.32/ton,,
,,"7 Leifried Lane, Tuckerton NJ",,sand,$3.80/ton,,
,,"9 Leifried Lane, Tuckerton, NJ",,sand,$3.80/ton,,
,,"2132 Fifth Ave , Manchester NJ",,sand,$7.38/ton,,
,,"1117 Madison Ave, Manchester, NJ",,sand,$7.76/ton,,
,,"34 Mill Road, Manalapan, NJ",,sand,$10.58/ton,,
,,to 1901 Rt 38 Southampton NJ ,,crushed,SH CC - $3.80/ton,,
,,"2155 Old York Rd, Bordentown NJ ",,sand,EW SAND$11.02/TON,,
,,935 Lincoln Hwy Langhorne PA,,CC MV,MV CC - $4.44/TON,,
,,1 Central Ave  East Newark,,stone,$10.83/TON,,
,,5008 Belmar Blvd Wall,,CC ET & BR,ET - $5.19/TON & BR - $4.20/TON,,
,,1209 Rt 9 Howell ,,Stone,$10.55/TON,,
,,1209 Rt 9 Howell ,,Sand EW,$9.91/TON,,
,,25 Breakwater Lane Long Branch ,,Stone,$13.10/TON,,
,, ,,STONE,$14.93/TON,,
,,"892 Moss Mill Rd., Hammonton, NJ",,STONE,$13.30/ton,,
,,107 Millstone Rd Millstone ,,CC ET,$3.80/TON,,
,,288 Egg Harbor Road Sewell NJ 08080,,Stone ,$14.93/*TON,,
,,3401 Princeton Pike Lawrence Twp,,Stone ,$6.78/TON,,
,,3401 Princeton Pike Lawrence Twp,,SAND EW,$10.70/TON,,
,,Rt 29 & Rt 202 Lambertville ,,SAND EW,$12.79/TON,,
,,500 Passaic Ave Newark,,Stone,$10.83/TON,,
,,East Ave & E Washington Ave Clayton NJ,,sand,FR - $4.31/TON,,
,,East Ave & E Washington Ave Clayton NJ,,stone,$16.13/TON,,
,,2 West Blair Tract Lambertville ,,Sand EW,$13.85/TON,,
,," 
780 NJ-70
Brick Township, New Jersey 08723",,Stone ,$11.07/TON,,
,,409 North Rd Stroudsburg PA ,,Sand  FR,$29.72/TON,,
,,SOUTH PORT RD FAIRLESS HILLS,,SAND FR,$18.21/TON,,
,,288 Egg Harbor Road Sewell NJ 08080,,crushed,WB CC $3.80/TON,,
,,1 S.POST RD PRINCETON JCT,,STONE,$6.84/TON,,
,,1 S.POST RD PRINCETON JCT,,SAND EW,$10.83/TON,,
,,"1460 n main st  williamstown, nj",,sand,$4.05/ton,,
,,21 Iron Bridge Rd Hamilton Twp,,Stone,$9.75/ton,,
,,"4 SICKLERVILLE ROAD, Sicklerville, NJ",,Dry Grout,$5.00/ton,,
,,to 1901 Rt 38 Southampton NJ ,,stone,$10.70/ton,,
,,"Route 66 ASBURY AVE /BOWNE ROAD  Neptune Township, NJ 07712",,Sand EW,$9.80/ton,,
,,"307 Harper Drive moorestown, nj",,crushed,WB $4.88/ton,,
,,288 Egg Harbor Road Sewell NJ 08080,,crushed WB,WB $3.80/TON,,
,,288 Egg Harbor Road Sewell NJ 08080,,BL,BL $4.94/TON,,
,,2035 Burlington Mt Holly Rd,,stone,$10.07/ton,,
,,2035 Burlington Mt Holly Rd,,sand,$11.21/ton,,
,,2035 Burlington Mt Holly Rd,,crushed bl ,$7.00/TON,,
,,2035 Burlington Mt Holly Rd,,cc wb,$6.61/TON,,
,,2035 Burlington Mt Holly Rd,,cc sh,$4.43/TON,,
,,"E Fern Rd., Wildwood Crest, NJ 08260",,"24"" RIP",$30.53/TON +FSC,,
,,"5400 Ocean Dr., Avalon NJ",,"24"" RIP",$30.53/TON +FSC,,
04/01/2025,CORNERSTONE ,"144 N MAIN ST., DUBLIN PA",2 LOADS,LM CC,$8.88/TON,,
,,"556 Chews Landing Road. WINSLOW, NJ",,BL CC,$3.80/TON,,
,,4 HIGH ST MATAWAn,,STONE,$10.32/TON,,
,,"“927 West Kelly Street Woodbridge, NJ",,stone,$8.11/TON,,
,,"“927 West Kelly Street Woodbridge, NJ",,sand,$11.91/TON,,
,,"“927 West Kelly Street Woodbridge, NJ",,cc,ET CC $7.87/TON,,
,,525 RIVER RD PRINCETON,,STONE,$4.05/TON,,
,,80-199 RANDOLPH RD HOWELL,,STONE,$10.99/ton,,
,,200 MILFORD AVE EAST WINDSOR,,SAND EW,$10.32/ton,,
,,6 RAILROAD AVE FLEMINGTON,,STONE,$6.78/ton,,
,,415 VILLAGE DR EAST BRUNSWICK,,STONE,$8.68/ton,,
,,288 Egg Harbor Road Sewell NJ 08080,,sand,$5.57/ton,,
,,NORTH RD &RT 24 CHESTER,,STONE,$7.98/ton,,
,,435 hurffville grenloch sewell 08080,,Stone ,$14.38/ton,,
,,"207 S Third, in Surf City, NJ",70 TONS,Sand ew ,$4.00/TON,,
,,395 Elizabeth Ave Somerset,MIDL,SAND EW,$11.15/ton,,
,,1230 Hamilton St Somerset ,,Stone ,$6.14/ton,,
,,1230 Hamilton St Somerset ,,SAND EW,$11.15/ton,,
,,1230 Hamilton St Somerset ,,CC ET,$7.35/ton,,
,,47 schooner dr millville nj,,sand ew,$14.37/ton,,
,,"556 Chews Landing Road. WINSLOW, NJ",,stone,$12.41/ton,,
,,"800 SEFFERT ST Philadelphia, PA 19128",,STONE,$19.22/TON,,
,,"800 SEFFERT ST Philadelphia, PA 19128",,SAND,$14.32/TON,,
,,"378 Atsion Rd, Vincentown, NJ 08088",,stone,$13.36/ton,,
,,"2121 Dumont Terrace, Wall  Township NJ",,stone,$11.64/ton,,
,,"2132 Fifth Ave , Manchester NJ",,stone,$10.93/ton,,
,,"34 Mill Road, Manalapan, NJ",,stone,$9.82/ton,,
,,"1117 Madison Ave, Manchester, NJ",,stone,$11.24/ton,,
,,"3 Elm Drive Sicklerville NJ 08081
",,crushed,BERLIN $3.80/TON,,
,,37 Oak St Sicklerville NJ 08081 ,,crushed,BERLIN $3.80/TON,,
,,"186 Winnepeg Ave, Egg Harbor Township, NJ 08234",,SAND,$9.37/ton,,
,,281 RT 37 Toms River,,STONE,$10.74/ton,,
,,281 RT 37 Toms River,,CRUSHED,$5.23/TON,,
,,300 RYDERS LANE MILLTOWN,,STONE,$8.42/TON,,
,,149 OLD YORK RD RINGOES,,STONE,$5.83/TON,,
04/04/2025,GMAC,"LANIER DR., PHILADELPHIA, PA",30 LOADS ,STONE,$15.53/TON,,
04/04/2025,QUALITY,"359 EGGERTS CROSSING RD, LAWRENCE TWP, NJ 08648",2 LOADS,STONE,$7.22/ton,,
04/07/2025,QUALITY,"9 MEETINGHOUSE RD., TRENTON NJ 08620",3 LOADS,STONE,$10.51/TON,,
,,"4 Erial Rd, Sicklerville, NJ 08081",,stone,$15.45/TON,,
,,"4 Erial Rd, Sicklerville, NJ 08081",,crushed,BL CC $3.80/TON,,
,,"4 Erial Rd, Sicklerville, NJ 08081",,sand,FR SAND - $4.43/TON,,
,,"108 Ferry Rd, Bridgeport, NJ 08014",,stone,$15.58/TON,,
,,"108 Ferry Rd, Bridgeport, NJ 08014",,crush,WB - $4.94/TON,,
,,"108 Ferry Rd, Bridgeport, NJ 08014",,sand,FR - $8.74/TON,,
,,"4 Erial Rd, Sicklerville, NJ 08081",,SAND ew,EW - $14.40/TON,,
,,6300 BRISTOL PIKE LEVITTOWN PA,,STONE,$12.29/ton,,
,,6300 BRISTOL PIKE LEVITTOWN PA,,CC MV,$4.94/ton,,
,,480 RT 22 LEBANON,,STONE,$6.78/ton,,
,,25 CHURCH LANE MONTVILLE,,STONE,$9.94/ton,,
,,1145 PLEASANT VIEW TERRACE RIDGEFIELD,,STONE,$14.46/ton,,
,,209 S. MIDDLEBUSH RD SOMERSET,,STONE,$6.46/TON,,
,,346 BASIN RD HAMILTON,,STONE,$7.28/TON,,
,,449 UNION MILL RD MT LAUREL,,STONE,$11.21/ton,,
,,477 RIDGEDALE AVE EAST HANOVER,,STONE,$9.94/ton,,
,,491 Jomike Ct Carlstadt,,Stone ,$13.45/TON,,
,,68-70 Rt 31N Hopewell,,Stone,$5.19/TON,,
,,68-70 Rt 31N Hopewell,,Sand EW,$10.51/TON,,
,,"595 Magnolia Rd, Pemberton NJ 20011",,sand,$8.49/TON,,
,,"595 Magnolia Rd, Pemberton NJ 20011",,stone,$10.70/TON,,
,,"595 Magnolia Rd, Pemberton NJ 20011",,crushed,SH CC $4.75/TON,,
,,"31 Spruce Street Lakewood, NJ 08701",,stone,$10.29/TON,,
,,200 ELM DR PRINCETON,,STONE,$4.94/ton,,
,,200 ELM DR PRINCETON,,SAND EW,$10.00/ton,,
,,203 RT 33 MANALAPN,,CC ET,$3.80/TON,,
,,203 RT 33 MANALAPAN,,STONE,$9.25/TON,,
,,"37 OAK ST 
SICKERVILLE NJ
",,CRUSHED WB BL IS OUT,$5.19/TON,,
,,"3 ELM DR 
SICKLERVILLE NJ
",,CRUSHED WB BL IS OUT,$5.19/TON,,
,,"5 OAK ST 
SICKLERVILLE NJ
",,CRUSHED WB BL IS OUT,$5.19/TON,,
,,"7 OAK ST 
SICKLERVILLE NJ
",,CRUSHED WB BL IS OUT ,$5.19/TON,,
,,"101 Joseph Balzano Blvd., Camden, NJ.",,stone,$13.68/TON,,
,,"700 Trenton Ave, Point Pleasant Beach, NJ 08742",,stone,$11.83/ton,,
04/09/2025,DIMEGLIO SEPTIC,"200 CEDAR LN, BARNEGAT NJ",3200,SAND/EW,$3.93/ton,,
,,1027 Rt 9 south Cape May Court House NJ 08210 ,,stone,$20.55/TON,,
,,10 FRENCH ST NEW BRUNSWICK,,SAND EW,$10.83/ton,,
,,425 RT 601 BELLE MEAD ,,STONE,$3.80/ton,,
,,135 WHITMAN AVE EDISON,,STONE,$7.98/ton,,
,,135 WHITMAN AVE EDISON,,SAND EW,$11.91/ton,,
,,1630 18TH AVE WALL,,STONE,$11.51/ton,,
,,THIEMARX TERRACE SKILLMAN,,STONE,$3.80/ton,,
,,79 HAWKINS RD MANALAPAN,,STONE,$10.58/TON,,
,,79 HAWKINS RD MANALAPAN,,CC ET,$4.31/TON,,
04/10/2025,"WATERMEN, LLC",,,,,,
,CHAMPION HOMES,"7 OAK DR, SICKLERVILLE NJ",,CC SH,$7.85/TON,,
,NE PRECAST,"4081 S LINCOLN AVE, VINELAND NJ",,CC SH,$10.77/TON,,
,,Lilac Lane & Berger St Franklin Twp,,Stone,$7.22/ton,,
,,735 Springfield Ave Berkeley Heights,,Sand EW,$13.74/ton,,
,,"880 N. Lenola Rd, Moorestown, NJ ",,sand,FR $8.55/ton,,
,,"880 N. Lenola Rd, Moorestown, NJ ",,stone,$12.03/ton,,
04/11/2025,,"380 Edison Ave Jackson, NJ 08527 is the address. ",,crushed br,$5.42/ton,,
,,"1208 COLUMBUS RD, BURLINGTON NJ ",,stone,$10.64/ton,,
,,"1208 COLUMBUS RD, BURLINGTON NJ ",,crushed ,SH $5.45/ton,,
,,At the New Hope - Lambertville Toll Bridge Rt 22 Lambeertville ,,Stone ,$6.34/TON,,
,,1333 doughty rd Egg harbor twp,,sand,$7.73/ton,,
,,386 Rte 37 East Toms River NJ 08753,,stone,$10.93/TON,,
,,10 French St New Brunswick,,Stone ,$6.84/ton,,
,,65 Wilson rd Lambertville ,,Stone,$5.57/ton,,
,,65 Wilson rd Lambertville ,,Sand EW,$11.65/ton,,
,,750 Martin St Woodbridge ,"Maps as Avenel, please confirm",Stone,$9.63/ton,,
,,750 Martin St Woodbridge ,"Maps as Avenel, please confirm",Sand EW,$12.98/ton,,
,,2700 Rt 27 North Brunswick ,,Stone,$5.57/ton,,
,,560 Ryders Lane East Brunswick ,,Stone,$8.74/ton,,
04/11/2025,BLOCK 34,"9 SYLVAN WAY, PARSIPPANY NJ 07054",,STONE,$8.93/ton,,
04/14/2025,,"749 East Malaga Road Monroe, NJ. ",,stone,$15.31/ton,,
,,"749 East Malaga Road Monroe, NJ. ",,sand,FR $3.80/ton,,
,,811 Rt 519 Flemington ,"This is mapping as Frenchtown, please confirm",Sand EW,$14.95/ton,,
,,811 Rt 519 Flemington ,"This is mapping as Frenchtown, please confirm",Stone,$8.93/ton,,
04/15/2025,,291 VILLAGE RD E. WEST WINDSOR,,STONE,$6.97/TON,,
,,291 VILLAGE RD E. WEST WINDSOR, ,SAND EW,$10.32/TON,,
,,291 VILLAGE RD E. WEST WINDSOR ,,CC ET,$4.37/TON,,
,,156 BOUNDARY RD MARLBORO,,STONE,$11.21/TON,,
,,156 BOUNDARY RD MARLBORO,,SAND EW,$11.59/TON,,
,,156 BOUNDARY RD MARLBORO,,CC ET,$5.19/TON,,
,,390 TONNELE AVE JERSEY CITY,,STONE,$11.97/TON,,
,,301 Commerce Drive in Tinton Falls.  ,,crushed BR,$4.96/TON,,
,,"1604 high hill rd swedesboro, nj",,stone,$15.52/TON,,
,,475 rt 523 FLEMINGTON,,STONE,$7.41/TON,,
,,"1022 Delsea Dr, Franklinville, NJ 08322",,STONE,$15.32/ton,,
,,"1022 Delsea Dr, Franklinville, NJ 08322",800 TONS ,CRUSHED ,Sh 10/58.ton,,
,,29 RT 518 SKILLMAN,,STONE,$3.80/ton,,
,,20 commodore dr little egg harbor ,,Sand ew ,$4.81/TON,,
,,"214 high street glassboro, nj",,stone,$15.20/ton,,
,,"4400 Frosthoffer Ave, Pennsauken, NJ 08109",,stone,$12.67/ton,,
,,"105 hyatt ave newark, nj",,stone ,$10.70/ton,,
,,"6757 Westfield Ave, Pennsauken Township, NJ 08110",,stone,$13.80/ton,,
,,"4400 Frosthoffer Ave, Pennsauken, NJ 08109",,sand ,$7.35/ton,,
,,"500 Tomlin station rd mullica hill,nj  ",,Stone ,$16.32/TON,,
,,861 Sloan Ave Hamilton,,Stone,$6.97/TON,,
,,1604 high hill rd Swedesboro NJ 08085,,Stone,$15.52/TON,,
,,"105 hyatt ave newark, nj",,Sand ew,$15.07/TON,,
,,161 walter gaines way lawnside ,,sand,FR $6.84/ton,,
04/18/2025,,"68 Stacy Haines Rd, Lumberton Township, NJ 08048",,crushed,SH $4.50/TON,,
,,1604 Van Dyke Street Philadelphia PA,,Stone,$13.98/TON,,
,,1604 Van Dyke Street Philadelphia PA,,Sand Franklin,$12.15/TON,,
,,489 sergentsville road Delaware TWP NJ,,Stone,$7.47/TON,,
,,200 Perrineville Rd Robbinsville NJ 08691,,stone,$7.85/TON,,
,,78 West Park Ave in Vineland Nj,,stone,$15.83/TON,,
04/18/2025,DONOFRIO,676 Carriage Road Clementon NJ,8 LOADS ,STONE SORRY,$13.55/ton,,
04/21/2025,,648 Berlin Cross Keys Rd Sicklerville NJ,,Stone,$15.42/ton,,
,,4401 South Clinton Ave South Plainfield,,STONE,$7.03/ton,,
,,86 Morris Ave Summit,,Stone ,$8.87/ton,,
,,50 South Minisink Ave Parlin,,stone,$9.56/ton,,
,,50 South Minisink Ave Parlin,,SAND ew,$11.97/ton,,
,,"300 new albany rd moorestwon, nj",,sand,$12.03/ton,,
,,"400 ivy lane glen mills, pa",,gravel ew,$22.11/ton,,
,,WEBB ST & 7TH ST ASBURY PARK,ASBURY PARK NJ,STONE,$12.40/TON,,
04/22/2025,,17 Birch Lane Sicklerville NJ,,CRUSHED,BERLIN $3.80/TON,,
,,,,,WB $4.87/TON,,
04/22/2025,,"21 Saylors Pond Rd, Wrightstown, NJ ",,stone,$10.39/TON,,
,,150 Main St Matawan,,Stone,$10.51/TON,,
,,665 Whitehead Rd Trenton,,Sand EW,$9.76/TON,,
,,1005 Farmingdale rd Jackson Twp,,Stone ,$10.98/TON,,
,,115 Main St Edison,,Stone,$7.60/TON,,
,,"490 Oberlin Ave S., Lakewood, NJ 08701",,stone,$10.80/TON,,
,,1809 ATLANTIC AVE. MANASQUAN NJ,,stone,$11.58/TON,,
,,PINE BLUFF AVE. POINT PLEASANT NJ,,stone,$11.89/TON,,
,,"EVESHAM RD & OAK AVE GLOUCESTER TWP, NJ",,STONE,$12.92/ton,,
,,"928-920 Yellowbank Rd
Toms River, NJ 08753",,stone,$11.50/ton,,
,,127 Porete Ave North Arlington ,,Stone ,$12.35/TON,,
,,"3 Elm Drive Sicklerville NJ 08081
",,sand ,$4.56/TON,,
,,"5605 N Cres Blvd, Pennsauken, Nj 08110",,stone,$12.67/TON,,
,,648 Berlin Cross Keys Rd Sicklerville NJ,,Sand ,$4.31/TON,,
,,1010 E Evesham Road magnolia nj ,,Stone ,$12.60/TON,,
,,10 Siloam rd Freehold,,Stone,$10.01/TON,,
,,2 Coles Way Jackson,2 Coles Way Lakewood,BR CC,$4.71/ton,,
,,10 Forklanding Rd  Cinnaminson NJ ,,stone,$12.67/TON,,
,,600 Crowne Point Drive Wheelabrator Glocester NJ.,,stone,$13.87/ton,,
,,163 Grand St Paterson,,Stone ,$11.34/TON,,
,,163 Grand St Paterson,,SAND EW,$17.59/TON,,
,,"387 tylers mill rd sewell, nj",,stone,$14.71/TON,,
,,"3043 South Black Horse Pike
Monroe Twp, NJ 
",,stone,$16.47/ton,,
,,"530 WILLIAMSTOWN RD/OAK ST
SICKERVILLE NJ
",,stone,$15.01/ton,,
,,":                            2748 Grant Avenue, Philadelphia, PA 19114",,stone,$13.78/ton,,
,,":                            2748 Grant Avenue, Philadelphia, PA 19114",1500,crushed,PH CC - $7.43/TON,,
,,"2155 Old York Rd, Bordentown NJ ",,Sand,EW - $11.02/TON,,
,,"2155 Old York Rd, Bordentown NJ ",,stone,$9.18/TON,,
,,201 Roundhill Dr Rockaway,,Stone,$10.20/TON,,
,,600 Wilson Ave Newark,,STONE,$10.96/ton,,
,,600 Wilson Ave Newark,,SAND EW,$15.41/ton,,
,,375 Rt 46 Hackensack,,Stone,$13.44/ton,,
,,,32000,crushed SH/WB/BR/BL,SH - $8.42/TON. WB - $6.21/TON. BR - $16.50/TON. BL - $4.50/TON. PH CC - $11.46/TON. ,,
,,"251 Lower Landing Road, Blackwood NJ 08012",,Stone ,$13.11/ton,,
,,81 County Line Rd Somerville,,Sand EW,$12.16/ton,,
,,443 Chesterfield Jacobstown Rd chesterfield,,Stone ,$9.75/ton,,
,,148 Mill Rd Elmer,,Stone ,$16.46/ton,,
,,121 Corporate Blvd Robbinsville,,Sand EW,$10.39/ton,,
,,2780 Kuser Rd Hamilton,,Stone,$8.17/TON,,
,,2780 Kuser Rd Hamilton,,Sand EW,$10.64/TON,,
,,2780 Kuser Rd Hamilton,,CC ET,$5.39/TON,,
,,Lee Ave & Loretta St New Brunswick ,,Stone ,$6.84/TON,,
,,"523 chestnut ave woodbury, nj",,stone,$14.00/TON,,
,,"sloop creek rd & us 9 N bayville, nj",,Stone ,$10.58/TON,,
,,199 Dey Grove Rd Monroe Twp,,CC ET,$4.18/TON,,
,,"sloop creek rd & us 9 N bayville, nj",,CC BR,$5.99/TON,,
,,8 Ireland Brook Dr North Brunswick ,,Sand ew ,$11.34/TON,,
,,8 Ireland Brook Dr North Brunswick ,,Stone,$7.28/TON,,
,,10 Manners Rd Ringoes ,,Sand EW,$12.16/TON,,
,,379 Rt 31 Ringoes,,Stone ,$4.81/TON,,
,,2012 US RT 130N Florence NJ,,,$10.26/TON,,
,,Dunham Trail Ridgewood,,Stone,$13.24/TON,,
,,Dunham Trail Ridgewood,"18""-36"" rip rap jetty. 300 tons",stone ,$31.05/TON ,,
,,"30 Plymouth Drive, Cherry Hill, NJ 08034",500,stone,$12.35/TON,,
,,"30 Plymouth Drive, Cherry Hill, NJ 08034",2700- i-5,sand ew,$12.73/TON,,
,,"379 HAYWOOD RD MANAHAWKIN, NJ",,STONE,$10.61/TON,,
,,"70 Church St
Flemington NJ
",,STONE,$6.71/ton,,
,,"132 E. HUDSON DR, LITTLE EGG HARBOR NJ ",,crushed ,SH CC - $11.65/TON / BR CC - $11.21/TON,,
,,457 Rt 46 Rockaway,,Stone,$9.94/TON,,
,,457 Rt 46 Rockaway,,Sand EW,$15.96/TON,,
,,3401 Princeton Pike Lawrence Twp,,Stone,$6.78/TON,,
,,Pennington Ave & North Warren St Trenton,,Stone ,$8.11/TON,,
04/30/2025,,246 Johnston Ave Jersey City,,Stone,$12.22/TON,,
,,246 Johnston Ave Jersey City,,Sand EW,$16.66/TON,,
,,"178 democrat rd mickleton, nj",,stone,$14.30/TON,,
,,"178 democrat rd mickleton, nj",,cc,WB CC $3.80/TON,,
,,"178 democrat rd mickleton, nj",,sand,$7.79/TON,,
,,859 Country Club Rd Bridgewater,,stone,$5.76/TON,,
,,"692 south egg harbor road Hammonton, nj ",,Stone ,$13.87/ton,,
,,303 Hardscrabble Rd Bernardsville,,Stone,$7.92/ton,,
05/01/2025,,372 Rt 46 Mountain Lakes,,STONE,$9.44/ton,,
,,2600 Woodbridge Ave Edison,,STONE,$7.98/ton,,
,,Echo Hill pond Dam Clinton,NOT MAP-ABLE,STONE,,,
,,Echo Hill pond Dam Clinton,,Sand ew,,,
,,1711 Rt 10 Morris Plains,,stone,$8.80/TON,,
,,62 Carton St Rumson,,stone,$13.87/TON,,
,,"355 Franklin St, Hightstown",,stone,$7.60/ton,,
,,675 Hoes Lane West Piscataway,,Stone,$6.97/TON,,
,,675 Hoes Lane West Piscataway,,Sand EW,$11.21/TON,,
,,625 Mount Hope Rd Wharton,,Sand ew,$16.40/TON,,
,,FEATHERBED LANE & RARITAN RD CLARK,,STONE,$9.37/TON,,
,,RT 33 & CONOVER RD MILLSTONE ,,STONE,$8.61/ton,,
,,1 INDIPRETE CT MONROE,STONE,stone ,$7.98/ton,,
